Time(s),Lead3ElectricPotential(mV),HeartRate(1/min),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),OxygenSaturation,RespirationRate(1/min),SkinTemperature(degC),Carina-CarbonDioxide-PartialPressure(mmHg)
6.26,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,1.5
6.28,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,2.4
6.30,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,3.5
6.32,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,4.6
6.34,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,5.7
6.36,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,6.7
6.38,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,7.7
6.40,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,8.6
6.42,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,9.4
6.44,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,10.2
6.46,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,11.0
6.48,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,11.7
6.50,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,12.4
6.52,0,73.17,105.1,94.6,113.7,73.0,0.973,15.96,33.1,13.0
6.54,0,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,13.6
6.56,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,14.2
6.58,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,14.7
6.60,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,15.2
6.62,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,15.7
6.64,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,16.2
6.66,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,16.6
6.68,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,17.1
6.70,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,17.5
6.72,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,17.9
6.74,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,18.3
6.76,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,18.6
6.78,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,19.0
6.80,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,19.3
6.82,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,19.6
6.84,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,19.9
6.86,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,20.2
6.88,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,20.5
6.90,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,20.8
6.92,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,21.0
6.94,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,21.3
6.96,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,21.5
6.98,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,21.7
7.00,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,21.9
7.02,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,22.1
7.04,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,22.3
7.06,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,22.5
7.08,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,22.7
7.10,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,22.9
7.12,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,23.0
7.14,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,23.2
7.16,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,23.4
7.18,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,23.5
7.20,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,23.6
7.22,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,23.8
7.24,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,23.9
7.26,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,24.0
7.28,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,24.2
7.30,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,24.3
7.32,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,24.4
7.34,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,24.5
7.36,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,24.6
7.38,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,24.7
7.40,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,24.8
7.42,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,24.9
7.44,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,25.0
7.46,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,25.1
7.48,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,25.2
7.50,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,25.2
7.52,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,25.3
7.54,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,25.4
7.56,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,25.5
7.58,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,25.5
7.60,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,25.6
7.62,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,25.7
7.64,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,25.7
7.66,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,25.8
7.68,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,25.8
7.70,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,25.9
7.72,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,25.9
7.74,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,26.0
7.76,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,26.0
7.78,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,26.1
7.80,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,26.1
7.82,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,26.2
7.84,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,26.2
7.86,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,26.3
7.88,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,26.3
7.90,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,26.3
7.92,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,26.4
7.94,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,26.4
7.96,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,26.5
7.98,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,26.5
8.00,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,26.5
8.02,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,26.6
8.04,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,26.6
8.06,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,26.6
8.08,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,26.6
8.10,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,26.7
8.12,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,26.7
8.14,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,26.7
8.16,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,26.7
8.18,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,26.8
8.20,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,26.8
8.22,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,26.8
8.24,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,26.8
8.26,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,26.9
8.28,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,26.9
8.30,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,26.9
8.32,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,26.9
8.34,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,26.9
8.36,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.38,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.40,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.42,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.44,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.46,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,27.0
8.48,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.50,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.52,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.54,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.56,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.58,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.60,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.62,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.64,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.66,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.68,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.70,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.72,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.74,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
8.76,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,27.1
8.78,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,26.4
8.80,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,24.8
8.82,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,22.5
8.84,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,19.6
8.86,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,16.6
8.88,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,13.8
8.90,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,11.2
8.92,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,8.9
8.94,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,7.1
8.96,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,5.6
8.98,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,4.4
9.00,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,3.5
9.02,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,2.8
9.04,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,2.2
9.06,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,1.8
9.08,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,1.4
9.10,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,1.2
9.12,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,1.0
9.14,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,0.8
9.16,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,0.7
9.18,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,0.6
9.20,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,0.6
9.22,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,0.5
9.24,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,0.5
9.26,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.28,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.30,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.32,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.34,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.36,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,0.4
9.38,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.40,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.42,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.44,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.46,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.48,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.50,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.52,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.54,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.56,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.58,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.60,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.62,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.64,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.66,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.68,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.70,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.72,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.74,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.76,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.78,-0.018,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.80,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.82,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.84,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.86,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.88,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.90,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.92,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.94,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.96,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
9.98,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
10.00,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,0.7
10.02,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,1.5
10.04,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,2.4
10.06,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,3.5
10.08,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,4.6
10.10,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,5.7
10.12,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,6.7
10.14,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,7.7
10.16,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,8.6
10.18,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,9.4
10.20,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,10.2
10.22,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,11.0
10.24,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,11.7
10.26,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,12.4
10.28,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,13.0
10.30,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,13.6
10.32,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,14.2
10.34,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,14.7
10.36,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,15.2
10.38,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,15.7
10.40,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,16.2
10.42,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,16.6
10.44,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,17.1
10.46,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,17.5
10.48,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,17.9
10.50,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,18.3
10.52,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,18.6
10.54,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,19.0
10.56,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,19.3
10.58,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,19.6
10.60,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,19.9
10.62,-0.018,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,20.2
10.64,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,20.5
10.66,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,20.7
10.68,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,21.0
10.70,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,21.2
10.72,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,21.5
10.74,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,21.7
10.76,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,21.9
10.78,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,22.1
10.80,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,22.3
10.82,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,22.5
10.84,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,22.7
10.86,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,22.9
10.88,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,23.0
10.90,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,23.2
10.92,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,23.4
10.94,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,15.96,33.1,23.5
10.96,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,23.6
10.98,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,23.8
11.00,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,23.9
11.02,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,24.0
11.04,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,24.2
11.06,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,24.3
11.08,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,24.4
11.10,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,24.5
11.12,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,24.6
11.14,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,24.7
11.16,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,24.8
11.18,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,24.9
11.20,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,25.0
11.22,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,25.1
11.24,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,25.2
11.26,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,25.2
11.28,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,25.3
11.30,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,25.4
11.32,0.096,73.17,106.7,94.6,113.7,73.0,0.973,15.96,33.1,25.5
11.34,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,25.5
11.36,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,25.6
11.38,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,25.7
11.40,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,25.7
11.42,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,25.8
11.44,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,25.8
11.46,-0.018,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,25.9
11.48,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,25.9
11.50,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,26.0
11.52,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,26.0
11.54,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,26.1
11.56,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,26.1
11.58,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,26.2
11.60,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,26.2
11.62,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,26.3
11.64,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,26.3
11.66,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,26.3
11.68,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,26.4
11.70,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,26.4
11.72,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,26.5
11.74,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,26.5
11.76,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,26.5
11.78,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,15.96,33.1,26.6
11.80,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,26.6
11.82,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,26.6
11.84,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,26.6
11.86,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,26.7
11.88,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,26.7
11.90,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,26.7
11.92,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,26.7
11.94,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,26.8
11.96,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,26.8
11.98,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,26.8
12.00,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,26.8
12.02,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,26.9
12.04,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,26.9
12.06,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,26.9
12.08,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,26.9
12.10,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,26.9
12.12,0.032,73.17,98.8,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.14,0.063,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.16,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.18,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.20,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.22,0.201,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,27.0
12.24,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.26,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.28,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.30,-0.018,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.32,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.34,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.36,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.38,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.40,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.42,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.44,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.46,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.48,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.50,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
12.52,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
12.54,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,26.4
12.56,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,24.8
12.58,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,22.5
